Id,Name,Description,Grade,Add,Zipcode,Region,Town,Tel,Fax,Gov,Website,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Px,Py,Class,Map,Spec,Serviceinfo,Parkinginfo,TotalNumberofRooms,LowestPrice,CeilingPrice,TaiwanHost,IndustryEmail,TotalNumberofPeople,AccessibilityRooms,PublicToilets,LiftingEquipment,ParkingSpace
C4_A15010000H_011274,夕陽紅渡假莊園,"位於屏東縣車城鄉後灣村之莊園,位於國立海洋生物博物館出口斜對面",,屏東縣車城鄉後灣路3之2號,944,屏東縣,車城鄉,886-8-8825407,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/20363.jpg?v=20250702,,,,,,120.698633,22.041078,4,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,5,5200,6600,0,AA102112@yahoo.com.tw,20,0,,,0
C4_A15010000H_011275,中山桂冠美學商旅－羅東館(6-7F),位於宜蘭縣的旅館,,宜蘭縣羅東鎮中山路三段306號6-7樓,265,宜蘭縣,羅東鎮,886-3-9564888,886-3-9576611,A15010000H,https://kapok.lealeahotel.com/,,,,,,,121.768022,24.675365,3,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,16,5000,6200,0,service@kapok-hotel.tw,44,0,,,0
C4_A15010000H_011276,夢想家24號電梯民宿,夢想家24號民宿 有整潔美觀的住宿環境，無論您是出差洽公、或是至此地遊覽名勝，建議您住宿時不仿做個參考！會館精心的格局設計，細緻的硬體設備，提供優雅舒適的住宿環境，以及溫馨親切的服務態度，讓您在外也能享受輕自在，是您一個不錯的好選擇。,,臺東縣臺東市中興路三段275巷36弄7號,950,臺東縣,臺東市,886-922-257808,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/289143.jpeg?v=20250702,夢想家24號電梯民宿客廳及房間照片,https://taiwan.taiwanstay.net.tw/twpic/289144.jpeg?v=20250702,夢想家24號電梯民宿客廳及房間照片,https://taiwan.taiwanstay.net.tw/twpic/289145.jpeg?v=20250702,夢想家24號電梯民宿客廳及房間照片,121.115449,22.769939,4,,,"無線網路,國民旅遊卡,停車場,,,,洗衣服務,寵物友善旅宿,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,5,3800,5800,1,fujiotaru@yahoo.com.tw,17,0,0,0,0
C4_A15010000H_011278,田園之旅民宿,位於宜蘭縣的民宿,,宜蘭縣冬山鄉南興村富農路一段229巷55號,269,宜蘭縣,冬山鄉,886-3-9590554,,A15010000H,,,,,,,,121.792972,24.639918,4,,,,車位:小客車0輛、機車0輛、大客車0輛,5,2380,4500,0,,20,0,,,0
C4_A15010000H_011280,墾丁愛情海名宿,位於屏東縣的民宿,,屏東縣恆春鎮墾丁路和平巷93號,946,屏東縣,恆春鎮,886-8-8861238,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/88093.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/88132.jpg?v=20250702,愛情海經營以浪漫的雙人房一床為主 愛情海散步去墾丁大街3分鐘.去海邊15分鐘.去放牧區10分鐘. 是非常適合出遊朋友渡假的好地方喔～非常歡迎你們及期待與你們見面!!!,https://taiwan.taiwanstay.net.tw/twpic/170498.jpg?v=20250702,庭院,120.799624,21.947245,4,,,"無線網路,自助洗衣(免費),,,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,4,3300,4200,0,mdav93@gmail.com,8,0,,,0
C4_A15010000H_011281,海庭民宿,位於屏東縣的民宿,,屏東縣恆春鎮砂尾路21-3號,946,屏東縣,恆春鎮,886-8-8867696,886-8-8867215,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/14431.jpg?v=20250702,外觀,https://taiwan.taiwanstay.net.tw/twpic/53803.jpg?v=20250702,大廳或櫃檯,,,120.739415,21.958607,4,,,,車位:小客車0輛、機車0輛、大客車0輛,3,800,2500,0,,10,0,,,0
C4_A15010000H_011284,遠山功夫民宿,位於臺東縣的民宿,,臺東縣太麻里鄉金崙村溫泉17號,963,臺東縣,太麻里鄉,886-89-772122,,A15010000H,,,,,,,,120.953007,22.532794,4,,,,車位:小客車0輛、機車0輛、大客車0輛,5,2500,4000,0,,18,0,0,0,0
C4_A15010000H_011287,日月潭皇后古堡飯店,位於南投縣的旅館,,南投縣魚池鄉日月村中正路250號、山明街32號,555,南投縣,魚池鄉,886-49-2850009,886-49-2850538,A15010000H,,,,,,,,120.930620,23.848040,3,,,"無線網路,,,,",車位:小客車5輛、機車10輛、大客車0輛,18,9000,15000,0,kkei75815@gmail.com,44,0,0,0,15
C4_A15010000H_011291,幸福童話民宿,位於南投縣的民宿,,南投縣埔里鎮桃米里桃米巷31-2號,545,南投縣,埔里鎮,886-965-066755,886-49-2918505,A15010000H,http://www.happyfairy.com.tw,https://taiwan.taiwanstay.net.tw/twpic/160873.jpeg?v=20250702,,,,,,120.931453,23.942777,4,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,3,2800,5800,0,joan1234777@gmail.com,10,0,,,0
C4_A15010000H_011292,晶泉丰旅,晶泉丰旅位於礁溪，設有室外游泳池和溫泉浴場，提供典雅的客房。客人可以使用位於屋頂的開放式電影院。酒店將不定期安排藝術展覽。所有公共區均提供免費WiFi。晶泉丰旅距離礁溪火車站有3分鐘的步行路程，距離礁溪巴士總站有8分鐘的步行路程，距離宜蘭市有20分鐘車程。空調客房均配有沙發、電熱水壺、迷你吧、冰箱和有線電視。部分客房享有城市或山脈的風景。私人浴室提供免費洗浴用品和吹風機。酒店內提供洗衣服務和免費的每日清潔服務。客人可以在圖書館享受閱讀時光。24小時前台的工作人員將很樂意為客人提供旅遊信息和行李寄存服務。,,宜蘭縣礁溪鄉溫泉路67號2至10樓,262,宜蘭縣,礁溪鄉,886-3-9100000,886-3-9100009,A15010000H,http://www.wellspringsilks.com,https://taiwan.taiwanstay.net.tw/twpic/163640.jpg?v=20250702,晶泉丰旅,,,,,121.773121,24.828965,3,,雙人房(無障礙客房)13200;雙人房14300;雙人房14300;雙人房13200;雙人房24200;雙人房17600;其他17160;套房28600;套房19800;,"餐廳,游泳池,有線網路,無線網路,國民旅遊卡,停車場,溫泉設施,無障礙客房,,,,AED,,,自行車友善旅宿",車位:小客車51輛、機車0輛、大客車0輛,122,13200,33000,0,fo.wellspring@silksplace.com,328,0,,,51
C4_A15010000H_011293,旅樂序精品旅館三館,位於臺北市的旅館,,臺北市中正區懷寧街34號1至8樓,100,臺北市,中正區,886-2-23758333,886-2-23832772,A15010000H,http://www.hotelrelaxclub.com/,https://taiwan.taiwanstay.net.tw/twpic/161396.jpg?v=20250702,,,,,,121.514047,25.045071,3,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,41,3988,5188,0,contact3@hotelrelaxclub.com,93,0,,,0
C4_A15010000H_011294,香草森林,香草森林位於宜蘭縣冬山鄉，鄰近梅花湖風景區，讓您可以在這自在地騎著單車，悠閒愜意的讓微風輕拂臉龐，多久沒有體會這樣的生活了？香草森林的由來，是以主打房型的特色來命名的，若您想好好體驗被天然芬多精包圍的森林房型，請您提早詢問入住唷！而其他房型也以花草及房間的特色來給予命名，房間裡都有可愛的小植栽，最天然的芬芳氣息，不讓您錯過。這裡沒有華麗的外觀，沒有喧囂的城市，但我們提供最好的服務品質及舒適的家具，能讓您驚豔的不只是你我及花草的生命氣息，還有整片前所未有的大自然景觀。來到這，請慢慢地深一呼吸，在這與小植栽的心靈對話，宣洩平日壓抑的情緒，告訴自己，我很好，我在這裡，我在香草森林享受渡假中...,,宜蘭縣冬山鄉得安村8鄰梅林路947號,269,宜蘭縣,冬山鄉,886-3-9614921,,A15010000H,,,,,,,,121.736766,24.650698,4,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,4,4800,6800,1,a0985066098@gmail.com,12,0,,,0
C4_A15010000H_011295,新安旅社,位於臺南市的旅館,,臺南市新營區新進路9號,730,臺南市,新營區,886-6-6322131,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/3893.jpg?v=20250702,大廳或櫃檯,https://taiwan.taiwanstay.net.tw/twpic/5993.jpg?v=20250702,外觀,https://taiwan.taiwanstay.net.tw/twpic/27843.jpg?v=20250702,房間1,120.322289,23.306168,3,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,19,2500,3000,0,cathylingyan@gmail.com,46,0,,,0
C4_A15010000H_011298,金金商務旅館,位於基隆市的旅館,,基隆市仁愛區忠二路58號4-8樓,200,基隆市,仁愛區,886-2-24231688,886-2-24258977,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/1018.jpg?v=20250702,房間1,https://taiwan.taiwanstay.net.tw/twpic/3447.jpg?v=20250702,房間2,https://taiwan.taiwanstay.net.tw/twpic/12811.jpg?v=20250702,大廳或櫃檯,121.739033,25.130776,3,,雙人房(無障礙客房)3200;,"無障礙客房,,,,",車位:小客車0輛、機車0輛、大客車0輛,80,3200,5000,0,jjbhotel@gmail.com,230,0,,,0
C4_A15010000H_011299,合群農莊民宿,結合旅遊、休閒、文化美食，農村生活體驗之民宿。優質民宿，抉擇很難！網路查尋霧裡看花，又怕受騙，在此，推薦您，『合群農莊』民宿，可以試試，曾住過客人，都說讚，有客人留言可參閱。它，崇尚自然，有安全、乾淨、舒適的環境，服務親切，客人有賓至如歸感受。它沒有過多人工化造景，惟放眼週遭，綠野田疇，青山綠水，處處大自然美景，躺仰，悠悠白雲，清風徐徐，小鳥、蝴蝶飛舞，偷得浮生半日閒。遊樂設施，免費自行車，盪搖椅，吊床，社區生態湧泉水池，莊前可撈魚蝦。,,宜蘭縣員山鄉蓁巷村深蓁路220號,264,宜蘭縣,員山鄉,886-3-9232300,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/12567.jpg?v=20250702,餐廳,https://taiwan.taiwanstay.net.tw/twpic/25063.jpg?v=20250702,烤肉區,https://taiwan.taiwanstay.net.tw/twpic/27903.jpg?v=20250702,外觀,121.705936,24.715960,4,,,"停車場,餐廳,有線網路,溫泉設施,,,自行車租借,導覽解說,體驗活動,",車位:小客車0輛、機車0輛、大客車0輛,4,2500,3000,0,,10,0,,,0
C4_A15010000H_011300,謙商旅(谷墨商旅-師大館),谷墨商旅於2017年8月全新開幕，昔日六張犁大道，今日的和平東路寫照，坐落於台北城區文化熱點，不只旅行家，更吸引生活行家停駐。白日車水馬龍的街道，一轉身即是靜謐的小街巷弄，這裡的住客心中各有一套谷墨旅行散策。左漫步師大商圈，到文青孕育地，溫州街／泰順街品讀咖啡書香、右探索東門商圈；走進全台北最美的街廓，青田街／麗水街感受歷史；或走進大安森林公園，與綠蔭相伴。享受 一個人旅行 不用熱熱鬧鬧彼鄰而居，在這有獨立個人小窩與衛浴設備，讓旅人歸來時能擁有自己個人生活空間，自在休憩、書寫、沐浴。入住谷墨商旅，從推開木質大門那刻起感受東方文化底蘊，來場憩心之旅！只要你懂玩，懂門路；懂慢，懂生活。,,臺北市大安區和平東路一段145號2至4樓、147 號5至6樓、6樓之1、6樓之2,106,臺北市,大安區,886-2-23955535,886-2-23955653,A15010000H,https://www.goodmorehotel.com,https://taiwan.taiwanstay.net.tw/twpic/135436.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/135439.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/135437.jpg?v=20250702,,121.530695,25.026639,3,,單人房4200;單人房4800;單人房6000;單人房5500;單人房4800;雙人房7700;單人房6600;單人房5500;雙人房7700;雙人房7700;,"無線網路,國民旅遊卡,,,,郵電服務,接送服務,,,自行車友善旅宿",車位:小客車4輛、機車0輛、大客車0輛,92,15880,20880,0,goodmore147@gmail.com,170,0,0,0,4
C4_A15010000H_011301,洗洗睡民宿,位於花蓮縣的民宿,,花蓮縣花蓮市富裕五街111號,970,花蓮縣,花蓮市,886-972-890595,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/279983.jpg?v=20250702,民宿入口及車位,https://taiwan.taiwanstay.net.tw/twpic/279985.jpg?v=20250702,一樓玄關,https://taiwan.taiwanstay.net.tw/twpic/279989.jpg?v=20250702,公共區域,121.599030,23.997410,4,,,"無線網路,國民旅遊卡,停車場,,,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,3,3000,4200,0,yesiam529@yahoo.com,8,0,0,0,0
C4_A15010000H_011302,王功皇后休閒旅館,「王功皇后休閒旅館」位於彰化縣芳苑鄉的寧靜鄉間，王功漁港近在呎尺，是熱門旅遊的景點之一，是台灣西半部最美麗的潮間帶，採蚵、戲蝦、觀夕照、燈塔、生態景觀橋;豐厚純美的人文風光，觀光資源豐富而多元，彰化的美說不完也道不盡，各鄉鎮知名的美食無不令人吮指回味，若是親自來走一遭，就能深刻體會。   ，我們提供安全、乾淨、安靜、舒適、清潔的環境，另準備自行車讓您悠遊歡迎您來一趟知性之旅吧!【非開車族】．高鐵停靠站：彰化站，到站須轉搭其他大眾運輸（建議搭乘：員林客運「二林站」，轉搭往「王功」班次）．客運停靠站：王功總站；員林客運或鹿港轉車至王功【接駁服務】．高鐵站（田中站／烏日站）付費接駁車→王功皇后飯店單趟費用：1人@1200元 // 2人@1400元 // 3人@1500元 // 4人@1600元（一車最多4人座位）．客運站接駁二林車站→王功皇后飯店單趟費用：1人@400人 // 2人@500元 // 3人@600元 // 4人@700元溪湖站／鹿港站→王功皇后飯店單趟費用：1人@700元 // 2人@800元 // 3人@900元 // 4人@1000元 彰化站→王功皇后飯店單趟費用：1人@900元 // 2人@1000元 // 3人@1100元 // 4人@1200元．機場接駁台中清泉崗機場→王功皇后飯店單趟費用：包車服務（最多四人一趟）@1500元,,彰化縣芳苑鄉王功村功湖路王功段396、398號,528,彰化縣,芳苑鄉,886-4-8933585,886-4-8935133,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/273653.jpg?v=20250702,旅館業編號080,https://taiwan.taiwanstay.net.tw/twpic/6705.JPG?v=20250702,乾濕分離無壓迫感放鬆壓力輕旅行,https://taiwan.taiwanstay.net.tw/twpic/11749.JPG?v=20250702,四人房   (兩大床)大坪數的空間.,120.342317,23.964668,3,,其他4760;雙人房2960;,"無線網路,停車場,,,,自行車租借,,",車位:小客車0輛、機車0輛、大客車0輛,18,2380,4760,0,queen8933585@gmail.com,63,0,1,0,0
C4_A15010000H_011306,麗池汽車旅館,位於高雄市的旅館,,高雄市左營區重義路11號1-2樓,813,高雄市,左營區,886-7-3459677,886-7-3459677,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/32107.jpg?v=20250702,外觀,,,,,120.313167,22.685536,3,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,26,6000,6000,0,,52,0,,,0
C4_A15010000H_011308,吉豐花語民宿,位於花蓮縣的民宿,,花蓮縣吉安鄉仁和村36鄰吉豐路一段65巷1之36號,973,花蓮縣,吉安鄉,886-933-483815,,A15010000H,,,,,,,,121.583295,23.957969,4,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,4,3500,5500,0,fungardenhostel@gmail.com,10,0,0,0,0
C4_A15010000H_011310,豊閣民宿,位於南投縣的民宿,,南投縣鹿谷鄉竹林村愛鄉路101-10號,558,南投縣,鹿谷鄉,886-49-2676368,886-49-2677368,A15010000H,http://shop.okgo.tw/7295/,https://taiwan.taiwanstay.net.tw/twpic/3461.jpg?v=20250702,外觀,,,,,120.769703,23.720220,4,,,,車位:小客車0輛、機車0輛、大客車0輛,3,1500,1500,0,,6,0,,,0
C4_A15010000H_011313,群成旅社,位於雲林縣的旅館,,雲林縣麥寮鄉麥津村中正路54號,638,雲林縣,麥寮鄉,886-5-6932044,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/283137.JPG?v=20250702,雙人房,https://taiwan.taiwanstay.net.tw/twpic/283136.JPG?v=20250702,雙人房,https://taiwan.taiwanstay.net.tw/twpic/283138.JPG?v=20250702,雙床房,120.254498,23.748698,3,,雙人房1000;,,車位:小客車0輛、機車0輛、大客車0輛,16,1000,1000,0,,64,0,,,0
C4_A15010000H_011315,城市阿瑪菲民宿,位於花蓮縣的民宿,,花蓮縣花蓮市國聯里國興五街132之16號,970,花蓮縣,花蓮市,886-3-8310992,886-3-8310992,A15010000H,,,,,,,,121.603477,23.988452,4,,,"寵物友善旅宿,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,4,3500,4800,0,shanel5168@yahoo.com.tw,11,0,,,0
C4_A15010000H_011317,薇閣精品旅館,★體驗台北道地極樂夜生活，迷人魅力越夜越美。★頂級精品旅館領導品牌，奢華美學呈現的舒適環境，個人化的細緻、貼心服務。★鄰近繁華又傳統的六、七條通，交通、生活機能優質且便利，是洽商、會議、住宿、休憩的好選擇。,,"臺北市中山區錦州街27、29號,31號2-4樓",104,臺北市,中山區,886-2-25318000,886-2-25614170,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/7687.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/35321.jpg?v=20250702,尊榮貴賓房-月球漫步,https://taiwan.taiwanstay.net.tw/twpic/47480.jpg?v=20250702,尊榮貴賓房-土耳其奇浴,121.526554,25.060563,3,,套房4500;套房4500;套房4500;單人房(無障礙客房)5700;,"餐廳,有線網路,無線網路,國民旅遊卡,停車場,無障礙客房,,,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,87,3800,9000,0,service.ls@we-go.com.tw,174,0,,,0
C4_A15010000H_011318,古風城民宿,位於宜蘭縣的民宿,,宜蘭縣五結鄉協和村親河路一段210號,268,宜蘭縣,五結鄉,886-932-748806,,A15010000H,http://www.3638.com.tw/,,,,,,,121.817736,24.668607,4,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,3,2200,2800,0,sung56010610@gmail.com,10,0,,,0
C4_A15010000H_011320,潘妮蘇拉,位於屏東縣的民宿,,屏東縣恆春鎮墾丁路330之26號,946,屏東縣,恆春鎮,886-933-384899,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/296604.jpg?v=20250702,民宿招牌,https://taiwan.taiwanstay.net.tw/twpic/296603.jpg?v=20250702,民宿招牌,,,120.791316,21.948277,4,,,"咖啡廳,無線網路,國民旅遊卡,停車場,,,,",車位:小客車0輛、機車0輛、大客車0輛,8,6000,8000,0,peninsula.ktlove@gmail.com,20,0,,,0
C4_A15010000H_011325,大吉商務旅館,位於臺南市的旅館,,臺南市安南區新順里安和路二段217號4樓之2,709,臺南市,安南區,886-6-3570033,886-6-3563213,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/278655.jpg?v=20250702,大吉,https://taiwan.taiwanstay.net.tw/twpic/278657.jpg?v=20250702,大吉,https://taiwan.taiwanstay.net.tw/twpic/278658.jpg?v=20250702,大吉,120.215601,23.041282,3,,,,車位:小客車0輛、機車0輛、大客車0輛,7,1200,1200,0,,14,0,,,0
C4_A15010000H_011329,柿子紅快捷旅店,位於新竹市的旅館,,新竹市東區大同路23巷5號,300,新竹市,東區,886-3-5223232,886-3-5220036,A15010000H,http://gorates-hotel.com/web/about/112,https://taiwan.taiwanstay.net.tw/twpic/86568.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/86567.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/86566.jpg?v=20250702,入口,120.969323,24.803254,3,,雙人房2880;,"餐廳,無線網路,國民旅遊卡,停車場,自助洗衣(收費),,,,洗衣服務,自行車租借,行動支付,寵物友善旅宿,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,39,2800,5880,0,service11@rate-inn.com,90,0,,,0
C4_A15010000H_011330,花彤林民宿,花彤林民宿就像置身在田園中的稻草人守護著四季的耕收守護著農家也守護著住宿在花彤林的顧客童趣的小丑巔覆了稻草人與民宿的樸實印象花彤林每一間客房的不同主題都希望帶給顧客更活潑、開放的思考,,花蓮縣吉安鄉稻香村廣豐二街69號,973,花蓮縣,吉安鄉,886-3-8528208,,A15010000H,https://tw-bnb.com/flowerforest/index.php?page=r3.php,https://taiwan.taiwanstay.net.tw/twpic/11413.jpg?v=20250702,童趣四人房,https://taiwan.taiwanstay.net.tw/twpic/28071.jpg?v=20250702,城市雙人房,https://taiwan.taiwanstay.net.tw/twpic/180118.jpeg?v=20250702,森林雙人房,121.574358,23.959725,4,,,"無線網路,停車場,自助洗衣(免費),上網電腦(免費),,,,兒童遊樂設施,洗衣服務,室內遊樂設施,行動支付,體驗活動,,",車位:小客車5輛、機車5輛、大客車0輛,4,6800,8500,1,,12,0,0,0,10
C4_A15010000H_011333,美墅家民宿,位於宜蘭縣的民宿,,宜蘭縣礁溪鄉三民村玉民路二段195巷18號,262,宜蘭縣,礁溪鄉,886-912-580633,886-3-9880633,A15010000H,,,,,,,,121.766941,24.809384,4,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,5,2500,3500,0,toyz0224@gmail.com,12,0,,,0
C4_A15010000H_011339,大峰民宿,電子信箱:dafeng.tw@gmail.com民宿主人是為經營三十年的道地美食家，為了讓遊客們能夠感受親切自然的服務，進而有個休息落腳的地方，就像遊子回到家一樣的輕鬆自在，於是我們的家[大峰民宿]就此誕生。這裡沒有緊張的生活，有的是純樸的民情，當您踏上琉球嶼的那一刻起...。,,屏東縣琉球鄉三民路288-3號,929,屏東縣,琉球鄉,886-8-8614588,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/184365.jpg?v=20250702,簡約4人房,https://taiwan.taiwanstay.net.tw/twpic/9067.jpg?v=20250702,外觀,https://taiwan.taiwanstay.net.tw/twpic/24743.jpg?v=20250702,外觀,120.382739,22.352638,4,,套房2700;套房2900;套房2600;套房4200;,"有線網路,無線網路,國民旅遊卡,停車場,,,,導覽解說,體驗活動,,",車位:小客車0輛、機車0輛、大客車0輛,5,2000,4200,1,dafeng.tw@gmail.com,19,0,,,0
C4_A15010000H_011340,諾亞民宿,位於臺東縣的民宿,,臺東縣綠島鄉公館村2鄰柴口路50-6號,951,臺東縣,綠島鄉,886-89-672985,886-89-672984,A15010000H,http://noah.okgo.tw,,,,,,,121.479642,22.674568,4,,,,車位:小客車0輛、機車0輛、大客車0輛,5,2800,4000,0,tarkanock@gmail.com,16,0,,,0
C4_A15010000H_011343,美麗春天大飯店,位於新北市的一般觀光旅館,,新北市新店區太平路9號,231,新北市,新店區,886-2-86669999,886-2-8666-6716,A15010000H,http://www.beautifulhotel.com.tw,https://taiwan.taiwanstay.net.tw/twpic/3831.jpg?v=20250702,飯店一樓外觀,https://taiwan.taiwanstay.net.tw/twpic/16816.JPG?v=20250702,週邊景觀照,https://taiwan.taiwanstay.net.tw/twpic/27405.jpg?v=20250702,豪華家庭客房,121.534163,24.957832,2,,雙人房5800;其他9000;其他12000;,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,34,5800,12000,0,jenny@beautifulhotel.com.tw,68,0,0,0,0
C4_A15010000H_011344,正一民宿,位於臺東縣的民宿,,臺東縣臺東市強國街19-1號,950,臺東縣,臺東市,886-963-219622,,A15010000H,https://twstay.com/RWD1/index.aspx?BNB=onebnb&amp;fs=e&amp;s=cl,https://taiwan.taiwanstay.net.tw/twpic/168673.jpeg?v=20250702,外觀,https://taiwan.taiwanstay.net.tw/twpic/168672.jpeg?v=20250702,外觀,https://taiwan.taiwanstay.net.tw/twpic/168671.jpeg?v=20250702,外觀,121.160932,22.756789,4,,,"無線網路,停車場,自助洗衣(免費),自助洗衣(收費),,,,寵物友善旅宿,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,4,1200,2000,0,a0915153211@yahoo.com.tw,12,0,,,0
C4_A15010000H_011351,鄉村休閒農莊,位於雲林縣的民宿,,雲林縣古坑鄉華山村華山81-9號,646,雲林縣,古坑鄉,886-5-5901357,,A15010000H,http://country.mmmtravel.com.tw/,https://taiwan.taiwanstay.net.tw/twpic/33477.jpg?v=20250702,房間3,https://taiwan.taiwanstay.net.tw/twpic/44224.jpg?v=20250702,房間2,https://taiwan.taiwanstay.net.tw/twpic/47725.jpg?v=20250702,房間1,120.586334,23.597429,4,,,,車位:小客車0輛、機車0輛、大客車0輛,5,2000,4800,0,k5901357country@gmail.com,19,0,,,0
C4_A15010000H_011352,好客三星民宿,一般城市生活的人，踏著都市緊湊的步調，難得休息卻還是脫離不了繁囂的社會大環境無法改變。台灣好山好水，卻又為了交通而白白浪費掉時間，太可惜了！終於發現了－宜蘭，而三星又在山與海之間一望無際的稻田、建物間距與高度的限制使視野非常遼闊；行健溪、安農溪相伴環境優美。有緣相聚的地方，談不上豪華氣派，但舒適淡雅中帶文化、育樂、休閒，可稱親友、公司行號等不同社會族群間遊憩、渡假、養精蓄銳的最佳〝所在〞。,,宜蘭縣三星鄉行健村行健溪一路一段107號,266,宜蘭縣,三星鄉,886-935-519933,886-2-25045093,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/15153.JPG?v=20250702,好客三星全新開幕 2014-10-14,https://taiwan.taiwanstay.net.tw/twpic/47825.JPG?v=20250702,房間數五間歡迎預約訂房,https://taiwan.taiwanstay.net.tw/twpic/13253.JPG?v=20250702,迎賓梅花鹿,121.703297,24.676872,4,,,"餐廳,無線網路,停車場,,,,接送服務,導覽解說,體驗活動,穆斯林餐廳,,",車位:小客車6輛、機車0輛、大客車0輛,5,4200,5600,1,rtia-polo@umail.hinet.net,20,0,,,6
C4_A15010000H_011353,米駿汽車旅館,位於宜蘭縣的旅館,,宜蘭縣宜蘭市宜興路三段181號,260,宜蘭縣,宜蘭市,886-3-9283222,,A15010000H,,,,,,,,121.758594,24.770874,3,,,,車位:小客車22輛、機車0輛、大客車0輛,21,5000,9000,0,feifanmotel@gmail.com,84,0,0,0,22
C4_A15010000H_011354,海天一舍民宿,位於澎湖縣的民宿,,澎湖縣湖西鄉許家村3鄰港子尾63之1號,885,澎湖縣,湖西鄉,886-920-589965,,A15010000H,,,,,,,,119.608748,23.586514,4,,,,車位:小客車0輛、機車0輛、大客車0輛,4,2400,2800,0,x1202904@ms33.hinet.net,8,0,,,0
C4_A15010000H_011355,紅石居,位於臺東縣的民宿,,臺東縣關山鎮長興47號,956,臺東縣,關山鎮,886-89-813539,886-89-813539,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/743.jpg?v=20250702,二人房房間,https://taiwan.taiwanstay.net.tw/twpic/1337.jpg?v=20250702,二人房房間,https://taiwan.taiwanstay.net.tw/twpic/51658.jpg?v=20250702,四人房房間,121.169147,23.064102,4,,,"餐廳,無線網路,停車場,接送服務,導覽解說",車位:小客車0輛、機車0輛、大客車0輛,2,2600,2600,0,jeffyl.hsieh@msa.hinet.net,4,0,,,0
C4_A15010000H_011356,嵐陵渡假會館,位於屏東縣的民宿,,屏東縣恆春鎮下泉路5之58號,946,屏東縣,恆春鎮,886-8-8867355,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/298298.jpg?v=20250702,民宿房間及外觀,https://taiwan.taiwanstay.net.tw/twpic/298296.jpg?v=20250702,民宿房間及外觀,https://taiwan.taiwanstay.net.tw/twpic/298297.jpg?v=20250702,民宿房間及外觀,120.723148,21.935615,4,,,"餐廳,會議場所,咖啡廳,商店,無線網路,國民旅遊卡,停車場,自助洗衣(收費),,,,兒童遊樂設施,室內遊樂設施,行動支付,體驗活動,哺乳室,蔬食餐廳,寵物友善旅宿,,",車位:小客車0輛、機車0輛、大客車0輛,8,14800,17800,0,,24,0,0,0,0
C4_A15010000H_011357,兄弟會館民宿,位於澎湖縣的民宿,,澎湖縣馬公市石泉里5鄰石泉580號,880,澎湖縣,馬公市,886-932-888781,886-6-9213955,A15010000H,,,,,,,,119.593405,23.557875,4,,,,車位:小客車0輛、機車0輛、大客車0輛,3,4800,4800,0,bro0928075955@gmail.com,12,0,,,0
